ID,URL,TIME,SIZE
NaN,/segment_1080p_.mp4,1638767676220,960
1,/segment_1080p_1.m4s,1638767676650,1250617
2,/segment_1080p_2.m4s,1638767679480,771426
3,/segment_1080p_3.m4s,1638767681189,853304
4,/segment_1080p_4.m4s,1638767683124,1300906
5,/segment_1080p_5.m4s,1638767685942,868728
6,/segment_1080p_6.m4s,1638767688215,1203283
7,/segment_1080p_7.m4s,1638767698327,1229601
8,/segment_1080p_8.m4s,1638767701222,1312165
9,/segment_1080p_9.m4s,1638767703940,845341
10,/segment_1080p_10.m4s,1638767705967,1696983
11,/segment_1080p_11.m4s,1638767709549,1775107
12,/segment_1080p_12.m4s,1638767713265,1806885
13,/segment_1080p_13.m4s,1638767717128,1315077
14,/segment_1080p_14.m4s,1638767719992,1175323
15,/segment_1080p_15.m4s,1638767722810,701399
16,/segment_1080p_16.m4s,1638767724265,863912
17,/segment_1080p_17.m4s,1638767726242,1515895
18,/segment_1080p_18.m4s,1638767729518,954250
19,/segment_1080p_19.m4s,1638767731674,1025152
20,/segment_1080p_20.m4s,1638767734029,1284533
21,/segment_1080p_21.m4s,1638767737095,1223011
22,/segment_1080p_22.m4s,1638767739962,1221959
23,/segment_1080p_23.m4s,1638767742641,1059117
24,/segment_1080p_24.m4s,1638767745101,1578519
25,/segment_1080p_25.m4s,1638767748413,1512766
26,/segment_1080p_26.m4s,1638767751738,1612210
27,/segment_1080p_27.m4s,1638767755323,1496282
28,/segment_1080p_28.m4s,1638767758527,1387583
29,/segment_1080p_29.m4s,1638767761566,1284418
30,/segment_1080p_30.m4s,1638767767911,1810721
31,/segment_1080p_31.m4s,1638767772037,1505822
32,/segment_1080p_32.m4s,1638767775293,1747859
33,/segment_1080p_33.m4s,1638767778981,1323883
34,/segment_1080p_34.m4s,1638767781944,1514350
35,/segment_1080p_35.m4s,1638767785835,1316944
36,/segment_1080p_36.m4s,1638767789850,894201
37,/segment_1080p_37.m4s,1638767793821,549385
38,/segment_1080p_38.m4s,1638767797688,556124
39,/segment_1080p_39.m4s,1638767802777,615803
40,/segment_1080p_40.m4s,1638767805980,461556
41,/segment_1080p_41.m4s,1638767809993,216305
42,/segment_1080p_42.m4s,1638767813706,998512
43,/segment_1080p_43.m4s,1638767817462,1276029
44,/segment_1080p_44.m4s,1638767821765,970672
45,/segment_1080p_45.m4s,1638767825992,865361
46,/segment_1080p_46.m4s,1638767829885,785931
47,/segment_1080p_47.m4s,1638767834878,1436136
48,/segment_1080p_48.m4s,1638767838027,905360
49,/segment_1080p_49.m4s,1638767841564,1667343
50,/segment_1080p_50.m4s,1638767845594,1137669
51,/segment_1080p_51.m4s,1638767849620,811591
52,/segment_1080p_52.m4s,1638767853502,942703
53,/segment_1080p_53.m4s,1638767857731,753832
54,/segment_1080p_54.m4s,1638767861484,334564
55,/segment_1080p_55.m4s,1638767865918,311011
56,/segment_1080p_56.m4s,1638767869896,364151
57,/segment_1080p_57.m4s,1638767873489,268208
58,/segment_1080p_58.m4s,1638767877883,300106
59,/segment_1080p_59.m4s,1638767881737,127338
