ID,URL,TIME,SIZE
NaN,/segment_360p_.mp4,1638745837144,903
1,/segment_360p_1.m4s,1638745837417,202182
NaN,/segment_144p_.mp4,1638745845789,953
2,/segment_144p_2.m4s,1638745846062,24116
3,/segment_144p_3.m4s,1638745847275,28590
4,/segment_144p_4.m4s,1638745848711,30825
5,/segment_144p_5.m4s,1638745850144,26665
6,/segment_144p_6.m4s,1638745852913,42178
7,/segment_144p_7.m4s,1638745856900,34303
8,/segment_144p_8.m4s,1638745860454,38992
9,/segment_144p_9.m4s,1638745864887,30813
10,/segment_144p_10.m4s,1638745868880,40806
11,/segment_144p_11.m4s,1638745872773,41898
12,/segment_144p_12.m4s,1638745876765,41116
13,/segment_144p_13.m4s,1638745880670,38134
14,/segment_144p_14.m4s,1638745884855,40855
15,/segment_144p_15.m4s,1638745888761,29785
16,/segment_144p_16.m4s,1638745892745,30400
17,/segment_144p_17.m4s,1638745896736,45643
18,/segment_144p_18.m4s,1638745900779,29150
19,/segment_144p_19.m4s,1638745904720,25449
20,/segment_144p_20.m4s,1638745908611,32505
21,/segment_144p_21.m4s,1638745912708,33183
22,/segment_144p_22.m4s,1638745916818,39140
23,/segment_144p_23.m4s,1638745920696,32535
24,/segment_144p_24.m4s,1638745924790,47375
25,/segment_144p_25.m4s,1638745928787,33443
26,/segment_144p_26.m4s,1638745932995,39101
27,/segment_144p_27.m4s,1638745936819,42066
28,/segment_144p_28.m4s,1638745940811,44600
29,/segment_144p_29.m4s,1638745944875,38053
30,/segment_144p_30.m4s,1638745948547,48282
31,/segment_144p_31.m4s,1638745952736,41977
32,/segment_144p_32.m4s,1638745956744,46974
33,/segment_144p_33.m4s,1638745960819,39026
34,/segment_144p_34.m4s,1638745964727,45199
35,/segment_144p_35.m4s,1638745968825,39208
36,/segment_144p_36.m4s,1638745972613,25025
37,/segment_144p_37.m4s,1638745976912,14230
38,/segment_144p_38.m4s,1638745980809,15887
39,/segment_144p_39.m4s,1638745984695,20089
40,/segment_144p_40.m4s,1638745988688,15324
41,/segment_144p_41.m4s,1638745992688,6363
42,/segment_144p_42.m4s,1638745996677,29452
43,/segment_144p_43.m4s,1638746000671,38891
44,/segment_144p_44.m4s,1638746005089,28941
45,/segment_144p_45.m4s,1638746008965,23020
46,/segment_144p_46.m4s,1638746012754,23484
47,/segment_144p_47.m4s,1638746016955,29612
48,/segment_144p_48.m4s,1638746020781,27143
49,/segment_144p_49.m4s,1638746024733,31989
50,/segment_144p_50.m4s,1638746028829,32126
51,/segment_144p_51.m4s,1638746032822,23709
52,/segment_144p_52.m4s,1638746036610,25787
53,/segment_144p_53.m4s,1638746040912,24110
54,/segment_144p_54.m4s,1638746044718,9879
55,/segment_144p_55.m4s,1638746048893,10148
56,/segment_144p_56.m4s,1638746052620,12176
57,/segment_144p_57.m4s,1638746056891,7970
58,/segment_144p_58.m4s,1638746060948,8048
59,/segment_144p_59.m4s,1638746064670,4754
