ID,URL,TIME,SIZE
31,/segment_144p_31.m4s,1638696604753,41977
32,/segment_144p_32.m4s,1638696604775,46974
33,/segment_144p_33.m4s,1638696604802,39026
34,/segment_144p_34.m4s,1638696604831,45199
35,/segment_144p_35.m4s,1638696604850,39208
36,/segment_144p_36.m4s,1638696604872,25025
37,/segment_144p_37.m4s,1638696604893,14230
38,/segment_144p_38.m4s,1638696604915,15887
39,/segment_144p_39.m4s,1638696604935,20089
40,/segment_144p_40.m4s,1638696604954,15324
41,/segment_144p_41.m4s,1638696604973,6363
42,/segment_144p_42.m4s,1638696604991,29452
43,/segment_144p_43.m4s,1638696605010,38891
44,/segment_144p_44.m4s,1638696605031,28941
45,/segment_144p_45.m4s,1638696605053,23020
46,/segment_144p_46.m4s,1638696605073,23484
47,/segment_144p_47.m4s,1638696605092,29612
48,/segment_144p_48.m4s,1638696605115,27143
49,/segment_144p_49.m4s,1638696605138,31989
50,/segment_144p_50.m4s,1638696605162,32126
51,/segment_144p_51.m4s,1638696605180,23709
52,/segment_144p_52.m4s,1638696605205,25787
53,/segment_144p_53.m4s,1638696605225,24110
54,/segment_144p_54.m4s,1638696605249,9879
55,/segment_144p_55.m4s,1638696605266,10148
56,/segment_144p_56.m4s,1638696605290,12176
57,/segment_144p_57.m4s,1638696605310,7970
58,/segment_144p_58.m4s,1638696605330,8048
59,/segment_144p_59.m4s,1638696605347,4754
NaN,/segment_1080p_.mp4,1638696622322,960
1,/segment_1080p_1.m4s,1638696622628,1250617
NaN,/segment_360p_.mp4,1638696627855,903
2,/segment_360p_2.m4s,1638696628008,181391
2,/segment_360p_2.m4s,1638696628976,181391
3,/segment_360p_3.m4s,1638696630005,190757
NaN,/segment_144p_.mp4,1638696630921,953
4,/segment_144p_4.m4s,1638696631111,30825
4,/segment_144p_4.m4s,1638696631535,30825
5,/segment_144p_5.m4s,1638696631799,26665
6,/segment_144p_6.m4s,1638696632151,42178
7,/segment_144p_7.m4s,1638696632559,34303
8,/segment_144p_8.m4s,1638696632970,38992
9,/segment_144p_9.m4s,1638696633378,30813
10,/segment_144p_10.m4s,1638696633643,40806
11,/segment_144p_11.m4s,1638696634100,41898
12,/segment_144p_12.m4s,1638696634504,41116
13,/segment_144p_13.m4s,1638696634913,38134
14,/segment_144p_14.m4s,1638696635221,40855
15,/segment_144p_15.m4s,1638696635630,29785
16,/segment_144p_16.m4s,1638696636041,30400
17,/segment_144p_17.m4s,1638696636348,45643
18,/segment_144p_18.m4s,1638696636758,29150
19,/segment_144p_19.m4s,1638696637065,25449
20,/segment_144p_20.m4s,1638696637474,32505
21,/segment_144p_21.m4s,1638696637781,33183
22,/segment_144p_22.m4s,1638696638196,39140
23,/segment_144p_23.m4s,1638696638498,32535
24,/segment_144p_24.m4s,1638696638907,47375
25,/segment_144p_25.m4s,1638696639318,33443
26,/segment_144p_26.m4s,1638696639626,39101
27,/segment_144p_27.m4s,1638696640034,42066
28,/segment_144p_28.m4s,1638696640444,44600
29,/segment_144p_29.m4s,1638696640853,38053
30,/segment_144p_30.m4s,1638696641198,48282
