ID,URL,TIME,SIZE
NaN,/segment_360p_.mp4,1638732317991,903
1,/segment_360p_1.m4s,1638732318000,202182
NaN,/segment_1080p_.mp4,1638732318009,960
2,/segment_1080p_2.m4s,1638732318015,771426
2,/segment_1080p_2.m4s,1638732318026,771426
3,/segment_1080p_3.m4s,1638732318035,853304
4,/segment_1080p_4.m4s,1638732318045,1300906
5,/segment_1080p_5.m4s,1638732318085,868728
6,/segment_1080p_6.m4s,1638732318095,1203283
7,/segment_1080p_7.m4s,1638732318106,1229601
8,/segment_1080p_8.m4s,1638732318118,1312165
9,/segment_1080p_9.m4s,1638732318130,845341
10,/segment_1080p_10.m4s,1638732318141,1696983
11,/segment_1080p_11.m4s,1638732318154,1775107
12,/segment_1080p_12.m4s,1638732318166,1806885
13,/segment_1080p_13.m4s,1638732318175,1315077
14,/segment_1080p_14.m4s,1638732318183,1175323
15,/segment_1080p_15.m4s,1638732318191,701399
16,/segment_1080p_16.m4s,1638732318198,863912
17,/segment_1080p_17.m4s,1638732318214,1515895
18,/segment_1080p_18.m4s,1638732318223,954250
19,/segment_1080p_19.m4s,1638732318233,1025152
20,/segment_1080p_20.m4s,1638732318240,1284533
21,/segment_1080p_21.m4s,1638732318248,1223011
22,/segment_1080p_22.m4s,1638732318256,1221959
23,/segment_1080p_23.m4s,1638732318264,1059117
24,/segment_1080p_24.m4s,1638732318272,1578519
25,/segment_1080p_25.m4s,1638732318285,1512766
26,/segment_1080p_26.m4s,1638732318294,1612210
27,/segment_1080p_27.m4s,1638732318304,1496282
28,/segment_1080p_28.m4s,1638732318312,1387583
29,/segment_1080p_29.m4s,1638732318323,1284418
30,/segment_1080p_30.m4s,1638732318332,1810721
31,/segment_1080p_31.m4s,1638732318342,1505822
32,/segment_1080p_32.m4s,1638732318350,1747859
33,/segment_1080p_33.m4s,1638732318359,1323883
34,/segment_1080p_34.m4s,1638732318369,1514350
35,/segment_1080p_35.m4s,1638732318378,1316944
36,/segment_1080p_36.m4s,1638732318387,894201
37,/segment_1080p_37.m4s,1638732318394,549385
38,/segment_1080p_38.m4s,1638732318401,556124
39,/segment_1080p_39.m4s,1638732318406,615803
40,/segment_1080p_40.m4s,1638732318415,461556
41,/segment_1080p_41.m4s,1638732318420,216305
42,/segment_1080p_42.m4s,1638732318424,998512
43,/segment_1080p_43.m4s,1638732318433,1276029
44,/segment_1080p_44.m4s,1638732318440,970672
45,/segment_1080p_45.m4s,1638732318448,865361
46,/segment_1080p_46.m4s,1638732318454,785931
47,/segment_1080p_47.m4s,1638732318461,1436136
48,/segment_1080p_48.m4s,1638732318470,905360
49,/segment_1080p_49.m4s,1638732318477,1667343
50,/segment_1080p_50.m4s,1638732318488,1137669
51,/segment_1080p_51.m4s,1638732318496,811591
52,/segment_1080p_52.m4s,1638732318503,942703
53,/segment_1080p_53.m4s,1638732318509,753832
54,/segment_1080p_54.m4s,1638732318518,334564
55,/segment_1080p_55.m4s,1638732318523,311011
56,/segment_1080p_56.m4s,1638732318528,364151
57,/segment_1080p_57.m4s,1638732318547,268208
58,/segment_1080p_58.m4s,1638732318555,300106
59,/segment_1080p_59.m4s,1638732318560,127338
NaN,/segment_144p_.mp4,1638732322093,953
NaN,/segment_1080p_.mp4,1638732329695,960
1,/segment_1080p_1.m4s,1638732329751,1250617
2,/segment_1080p_2.m4s,1638732333146,771426
3,/segment_1080p_3.m4s,1638732335266,853304
4,/segment_1080p_4.m4s,1638732337603,1300906
5,/segment_1080p_5.m4s,1638732341135,868728
6,/segment_1080p_6.m4s,1638732343511,1203283
7,/segment_1080p_7.m4s,1638732346786,1229601
8,/segment_1080p_8.m4s,1638732350130,1312165
9,/segment_1080p_9.m4s,1638732353688,845341
10,/segment_1080p_10.m4s,1638732356007,1696983
11,/segment_1080p_11.m4s,1638732360600,1775107
NaN,/segment_720p_.mp4,1638732365395,962
12,/segment_720p_12.m4s,1638732365456,1323429
NaN,/segment_360p_.mp4,1638732369049,903
12,/segment_360p_12.m4s,1638732369105,320189
13,/segment_720p_13.m4s,1638732370018,974263
13,/segment_720p_13.m4s,1638732372679,974263
14,/segment_720p_14.m4s,1638732375340,970955
15,/segment_720p_15.m4s,1638732377989,979197
16,/segment_720p_16.m4s,1638732380660,794478
17,/segment_360p_17.m4s,1638732382839,332390
17,/segment_360p_17.m4s,1638732383785,332390
18,/segment_360p_18.m4s,1638732384727,233176
19,/segment_360p_19.m4s,1638732385410,220516
20,/segment_360p_20.m4s,1638732386054,247159
21,/segment_360p_21.m4s,1638732386772,256705
22,/segment_360p_22.m4s,1638732387513,297881
23,/segment_360p_23.m4s,1638732388361,225188
24,/segment_360p_24.m4s,1638732389023,342751
25,/segment_1080p_25.m4s,1638732389997,1512766
25,/segment_1080p_25.m4s,1638732394090,1512766
26,/segment_720p_26.m4s,1638732398189,1176281
27,/segment_720p_27.m4s,1638732401390,1152376
28,/segment_720p_28.m4s,1638732404525,1008718
29,/segment_720p_29.m4s,1638732407276,1003798
30,/segment_720p_30.m4s,1638732410014,1309569
31,/segment_720p_31.m4s,1638732413573,1090881
32,/segment_720p_32.m4s,1638732416547,1294316
33,/segment_720p_33.m4s,1638732420059,958371
34,/segment_720p_34.m4s,1638732422677,1154014
35,/segment_720p_35.m4s,1638732425816,1025620
36,/segment_720p_36.m4s,1638732428610,679271
37,/segment_720p_37.m4s,1638732430479,594529
38,/segment_720p_38.m4s,1638732432120,486962
39,/segment_720p_39.m4s,1638732433479,600045
40,/segment_720p_40.m4s,1638732435138,542005
41,/segment_720p_41.m4s,1638732436647,330937
42,/segment_720p_42.m4s,1638732437588,732153
43,/segment_720p_43.m4s,1638732439604,830809
44,/segment_720p_44.m4s,1638732441882,713137
45,/segment_720p_45.m4s,1638732443847,577988
46,/segment_720p_46.m4s,1638732445451,564599
47,/segment_720p_47.m4s,1638732447019,850044
48,/segment_720p_48.m4s,1638732449341,648040
49,/segment_720p_49.m4s,1638732451129,1014447
50,/segment_720p_50.m4s,1638732453901,760289
51,/segment_720p_51.m4s,1638732455991,584833
52,/segment_720p_52.m4s,1638732457611,631876
53,/segment_720p_53.m4s,1638732459360,775171
54,/segment_720p_54.m4s,1638732461490,453628
55,/segment_720p_55.m4s,1638732462762,494355
56,/segment_720p_56.m4s,1638732464141,585926
57,/segment_720p_57.m4s,1638732465766,501052
58,/segment_720p_58.m4s,1638732467166,446279
59,/segment_720p_59.m4s,1638732468418,176661
NaN,/segment_1080p_.mp4,1638732556334,960
1,/segment_1080p_1.m4s,1638732556391,1250617
2,/segment_1080p_2.m4s,1638732559785,771426
3,/segment_1080p_3.m4s,1638732561903,853304
4,/segment_1080p_4.m4s,1638732564241,1300906
5,/segment_1080p_5.m4s,1638732567773,868728
6,/segment_1080p_6.m4s,1638732570150,1203283
7,/segment_1080p_7.m4s,1638732573427,1229601
8,/segment_1080p_8.m4s,1638732576769,1312165
9,/segment_1080p_9.m4s,1638732580328,845341
10,/segment_1080p_10.m4s,1638732582643,1696983
11,/segment_1080p_11.m4s,1638732587234,1775107
