ID,URL,TIME,SIZE
NaN,/segment_360p_.mp4,1638701563009,903
1,/segment_360p_1.m4s,1638701563018,202182
NaN,/segment_1080p_.mp4,1638701563027,960
2,/segment_1080p_2.m4s,1638701563032,771426
2,/segment_1080p_2.m4s,1638701563043,771426
3,/segment_1080p_3.m4s,1638701563053,853304
4,/segment_1080p_4.m4s,1638701563065,1300906
5,/segment_1080p_5.m4s,1638701563113,868728
6,/segment_1080p_6.m4s,1638701563123,1203283
7,/segment_1080p_7.m4s,1638701563136,1229601
8,/segment_1080p_8.m4s,1638701563148,1312165
9,/segment_1080p_9.m4s,1638701563160,845341
10,/segment_1080p_10.m4s,1638701563169,1696983
