ID,URL,TIME,SIZE
NaN,/segment_144p_.mp4,1638744330023,903
1,/segment_144p_1.m4s,1638744330251,202182
2,/segment_144p_2.m4s,1638744333804,181391
3,/segment_144p_3.m4s,1638744336875,190757
4,/segment_144p_4.m4s,1638744340163,225696
5,/segment_144p_5.m4s,1638744344051,173657
6,/segment_144p_6.m4s,1638744347018,291902
7,/segment_144p_7.m4s,1638744352172,253476
8,/segment_144p_8.m4s,1638744356547,313572
9,/segment_144p_9.m4s,1638744361868,257385
10,/segment_144p_10.m4s,1638744366263,331614
11,/segment_144p_11.m4s,1638744371953,309272
12,/segment_144p_12.m4s,1638744377345,320189
13,/segment_144p_13.m4s,1638744382815,308431
14,/segment_144p_14.m4s,1638744388015,327211
15,/segment_144p_15.m4s,1638744393549,286016
16,/segment_144p_16.m4s,1638744398423,239042
17,/segment_144p_17.m4s,1638744402513,332390
18,/segment_144p_18.m4s,1638744408237,233176
19,/segment_144p_19.m4s,1638744412241,220516
20,/segment_144p_20.m4s,1638744416043,247159
21,/segment_144p_21.m4s,1638744420169,256705
22,/segment_144p_22.m4s,1638744424630,297881
23,/segment_144p_23.m4s,1638744429548,225188
24,/segment_144p_24.m4s,1638744433438,342751
25,/segment_144p_25.m4s,1638744439157,273559
26,/segment_144p_26.m4s,1638744443882,324346
27,/segment_144p_27.m4s,1638744449355,299669
28,/segment_144p_28.m4s,1638744454400,299859
29,/segment_144p_29.m4s,1638744459478,295688
30,/segment_144p_30.m4s,1638744464466,344337
31,/segment_144p_31.m4s,1638744470248,290096
32,/segment_144p_32.m4s,1638744475217,336122
33,/segment_144p_33.m4s,1638744481011,297474
34,/segment_144p_34.m4s,1638744486072,334339
35,/segment_144p_35.m4s,1638744491647,290883
36,/segment_144p_36.m4s,1638744496617,198909
37,/segment_144p_37.m4s,1638744499997,146360
38,/segment_144p_38.m4s,1638744502559,119079
39,/segment_144p_39.m4s,1638744504707,151317
40,/segment_144p_40.m4s,1638744507370,117435
41,/segment_144p_41.m4s,1638744509520,71734
42,/segment_144p_42.m4s,1638744512900,234119
43,/segment_144p_43.m4s,1638744516893,235956
44,/segment_144p_44.m4s,1638744520886,207272
45,/segment_144p_45.m4s,1638744524984,158692
46,/segment_144p_46.m4s,1638744528669,164905
47,/segment_144p_47.m4s,1638744533037,201307
48,/segment_144p_48.m4s,1638744537068,193470
49,/segment_144p_49.m4s,1638744540860,238089
50,/segment_144p_50.m4s,1638744544950,221497
51,/segment_144p_51.m4s,1638744548740,168431
52,/segment_144p_52.m4s,1638744553142,176496
53,/segment_144p_53.m4s,1638744556731,198698
54,/segment_144p_54.m4s,1638744561159,124082
55,/segment_144p_55.m4s,1638744564816,124408
56,/segment_144p_56.m4s,1638744569141,142987
57,/segment_144p_57.m4s,1638744573129,107643
58,/segment_144p_58.m4s,1638744577107,104950
59,/segment_144p_59.m4s,1638744581100,32337
