ID,URL,TIME,SIZE
1,/segment_360p_1.m4s,1638746084000,202182
1,/segment_1080p_1.m4s,1638746085270,1250617
2,/segment_360p_2.m4s,1638746090809,181391
2,/segment_1080p_2.m4s,1638746092114,771426
3,/segment_360p_3.m4s,1638746095630,190757
3,/segment_720p_3.m4s,1638746096847,627761
4,/segment_720p_4.m4s,1638746099594,858125
5,/segment_720p_5.m4s,1638746103393,730440
6,/segment_720p_6.m4s,1638746106534,948773
7,/segment_720p_7.m4s,1638746110521,893352
8,/segment_720p_8.m4s,1638746114341,1045994
9,/segment_720p_9.m4s,1638746118881,861077
10,/segment_720p_10.m4s,1638746122387,1276221
11,/segment_720p_11.m4s,1638746127740,1369942
12,/segment_360p_12.m4s,1638746134030,320189
13,/segment_360p_13.m4s,1638746135625,308431
14,/segment_360p_14.m4s,1638746137057,327211
15,/segment_360p_15.m4s,1638746138594,286016
16,/segment_360p_16.m4s,1638746142199,239042
17,/segment_360p_17.m4s,1638746145923,332390
18,/segment_360p_18.m4s,1638746149973,233176
19,/segment_360p_19.m4s,1638746153759,220516
17,/segment_720p_17.m4s,1638746158042,1225736
18,/segment_720p_18.m4s,1638746163285,770666
19,/segment_720p_19.m4s,1638746166490,784392
20,/segment_360p_20.m4s,1638746170076,247159
21,/segment_360p_21.m4s,1638746171364,256705
22,/segment_360p_22.m4s,1638746172796,297881
23,/segment_360p_23.m4s,1638746174243,225188
24,/segment_360p_24.m4s,1638746175356,342751
25,/segment_360p_25.m4s,1638746178435,273559
26,/segment_360p_26.m4s,1638746182834,324346
27,/segment_360p_27.m4s,1638746186278,299669
25,/segment_720p_25.m4s,1638746190563,1112155
26,/segment_720p_26.m4s,1638746195263,1176281
27,/segment_720p_27.m4s,1638746200350,1152376
28,/segment_360p_28.m4s,1638746205318,299859
29,/segment_360p_29.m4s,1638746206808,295688
30,/segment_360p_30.m4s,1638746208349,344337
31,/segment_360p_31.m4s,1638746209867,290096
32,/segment_360p_32.m4s,1638746211398,336122
33,/segment_360p_33.m4s,1638746214369,297474
34,/segment_360p_34.m4s,1638746218277,334339
35,/segment_360p_35.m4s,1638746222336,290883
33,/segment_720p_33.m4s,1638746226463,958371
34,/segment_720p_34.m4s,1638746230652,1154014
35,/segment_720p_35.m4s,1638746235567,1025620
36,/segment_360p_36.m4s,1638746240224,198909
37,/segment_360p_37.m4s,1638746241307,146360
38,/segment_360p_38.m4s,1638746242028,119079
39,/segment_360p_39.m4s,1638746242853,151317
40,/segment_360p_40.m4s,1638746243962,117435
41,/segment_360p_41.m4s,1638746248094,71734
42,/segment_360p_42.m4s,1638746252052,234119
43,/segment_360p_43.m4s,1638746256249,235956
41,/segment_1080p_41.m4s,1638746260073,216305
44,/segment_360p_44.m4s,1638746269778,207272
46,/segment_360p_46.m4s,1638746272019,164905
45,/segment_720p_45.m4s,1638746275169,577988
47,/segment_720p_47.m4s,1638746282363,850044
48,/segment_360p_48.m4s,1638746286135,193470
50,/segment_360p_50.m4s,1638746289120,221497
52,/segment_360p_52.m4s,1638746291583,176496
54,/segment_360p_54.m4s,1638746298644,124082
53,/segment_1080p_53.m4s,1638746306587,753832
55,/segment_720p_55.m4s,1638746315241,494355
56,/segment_360p_56.m4s,1638746317663,142987
59,/segment_360p_59.m4s,1638746325477,32337
