ID,URL,TIME,SIZE
NaN,/segment_720p_.mp4,1638742230304,962
1,/segment_720p_1.m4s,1638742230420,865133
2,/segment_720p_2.m4s,1638742234179,582615
3,/segment_720p_3.m4s,1638742236743,627761
4,/segment_720p_4.m4s,1638742239603,858125
NaN,/segment_360p_.mp4,1638742243323,903
5,/segment_360p_5.m4s,1638742243491,173657
6,/segment_360p_6.m4s,1638742244446,291902
7,/segment_360p_7.m4s,1638742245853,253476
8,/segment_360p_8.m4s,1638742247083,313572
9,/segment_360p_9.m4s,1638742248622,257385
10,/segment_360p_10.m4s,1638742249847,331614
11,/segment_360p_11.m4s,1638742258640,309272
12,/segment_360p_12.m4s,1638742262759,320189
13,/segment_360p_13.m4s,1638742266244,308431
14,/segment_360p_14.m4s,1638742270224,327211
15,/segment_360p_15.m4s,1638742274345,286016
NaN,/segment_720p_.mp4,1638742278211,962
13,/segment_720p_13.m4s,1638742278415,974263
14,/segment_720p_14.m4s,1638742282615,970955
15,/segment_720p_15.m4s,1638742286717,979197
NaN,/segment_360p_.mp4,1638742290806,903
16,/segment_360p_16.m4s,1638742291032,239042
17,/segment_360p_17.m4s,1638742292240,332390
18,/segment_360p_18.m4s,1638742293894,233176
19,/segment_360p_19.m4s,1638742295004,220516
20,/segment_360p_20.m4s,1638742296029,247159
21,/segment_360p_21.m4s,1638742297270,256705
22,/segment_360p_22.m4s,1638742301577,297881
23,/segment_360p_23.m4s,1638742305560,225188
NaN,/segment_720p_.mp4,1638742309757,962
21,/segment_720p_21.m4s,1638742309896,892770
22,/segment_720p_22.m4s,1638742313744,961663
23,/segment_720p_23.m4s,1638742317843,782398
NaN,/segment_360p_.mp4,1638742321220,903
24,/segment_360p_24.m4s,1638742321386,342751
25,/segment_360p_25.m4s,1638742323067,273559
26,/segment_360p_26.m4s,1638742324398,324346
27,/segment_360p_27.m4s,1638742326136,299669
28,/segment_360p_28.m4s,1638742327465,299859
29,/segment_360p_29.m4s,1638742330026,295688
30,/segment_360p_30.m4s,1638742334600,344337
31,/segment_360p_31.m4s,1638742338220,290096
NaN,/segment_720p_.mp4,1638742342108,962
29,/segment_720p_29.m4s,1638742342255,1003798
30,/segment_720p_30.m4s,1638742346530,1309569
31,/segment_720p_31.m4s,1638742352035,1090881
NaN,/segment_360p_.mp4,1638742356754,903
32,/segment_360p_32.m4s,1638742356870,336122
33,/segment_360p_33.m4s,1638742358497,297474
34,/segment_360p_34.m4s,1638742359925,334339
35,/segment_360p_35.m4s,1638742361462,290883
36,/segment_360p_36.m4s,1638742362909,198909
37,/segment_360p_37.m4s,1638742365353,146360
38,/segment_360p_38.m4s,1638742369758,119079
39,/segment_360p_39.m4s,1638742373546,151317
NaN,/segment_720p_.mp4,1638742377437,962
37,/segment_720p_37.m4s,1638742377592,594529
38,/segment_720p_38.m4s,1638742380305,486962
39,/segment_720p_39.m4s,1638742382453,600045
40,/segment_720p_40.m4s,1638742385116,542005
41,/segment_720p_41.m4s,1638742387471,330937
42,/segment_720p_42.m4s,1638742389008,732153
43,/segment_720p_43.m4s,1638742392183,830809
44,/segment_720p_44.m4s,1638742395774,713137
45,/segment_720p_45.m4s,1638742398964,577988
46,/segment_720p_46.m4s,1638742401397,564599
47,/segment_720p_47.m4s,1638742405495,850044
48,/segment_720p_48.m4s,1638742409513,648040
49,/segment_720p_49.m4s,1638742413386,1014447
50,/segment_720p_50.m4s,1638742417679,760289
51,/segment_720p_51.m4s,1638742421467,584833
52,/segment_720p_52.m4s,1638742425563,631876
53,/segment_720p_53.m4s,1638742429352,775171
54,/segment_720p_54.m4s,1638742433680,453628
55,/segment_720p_55.m4s,1638742437753,494355
56,/segment_720p_56.m4s,1638742441557,585926
57,/segment_720p_57.m4s,1638742445634,501052
58,/segment_720p_58.m4s,1638742449423,446279
59,/segment_720p_59.m4s,1638742453418,176661
